,HRRR Date,HRRR T-Value,HRRR F Value,RTMA Date,RTMA T-Value,RTMA URL,HRRR URL,file_path_rtma,file_path_hrrr,HRRR Plot Name,RTMA Plot Name,Diff Plot Name
0,20220504,12,0,20220504,12,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t12z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf00.grib2,datax/RTMA/20220504/rtma2p5.t12z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf00.grib2,HRRR_20220504_T12Z_F0,RTMA_20220504_T12Z,DIFF_20220504_T12Z_vs_20220504_T12Z_F0
1,20220504,12,1,20220504,13,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t13z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf01.grib2,datax/RTMA/20220504/rtma2p5.t13z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf01.grib2,HRRR_20220504_T12Z_F1,RTMA_20220504_T13Z,DIFF_20220504_T13Z_vs_20220504_T12Z_F1
2,20220504,12,2,20220504,14,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t14z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf02.grib2,datax/RTMA/20220504/rtma2p5.t14z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf02.grib2,HRRR_20220504_T12Z_F2,RTMA_20220504_T14Z,DIFF_20220504_T14Z_vs_20220504_T12Z_F2
3,20220504,12,3,20220504,15,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t15z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf03.grib2,datax/RTMA/20220504/rtma2p5.t15z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf03.grib2,HRRR_20220504_T12Z_F3,RTMA_20220504_T15Z,DIFF_20220504_T15Z_vs_20220504_T12Z_F3
4,20220504,12,4,20220504,16,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t16z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf04.grib2,datax/RTMA/20220504/rtma2p5.t16z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf04.grib2,HRRR_20220504_T12Z_F4,RTMA_20220504_T16Z,DIFF_20220504_T16Z_vs_20220504_T12Z_F4
5,20220504,12,5,20220504,17,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t17z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf05.grib2,datax/RTMA/20220504/rtma2p5.t17z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf05.grib2,HRRR_20220504_T12Z_F5,RTMA_20220504_T17Z,DIFF_20220504_T17Z_vs_20220504_T12Z_F5
6,20220504,12,6,20220504,18,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t18z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf06.grib2,datax/RTMA/20220504/rtma2p5.t18z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf06.grib2,HRRR_20220504_T12Z_F6,RTMA_20220504_T18Z,DIFF_20220504_T18Z_vs_20220504_T12Z_F6
7,20220504,12,7,20220504,19,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t19z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf07.grib2,datax/RTMA/20220504/rtma2p5.t19z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf07.grib2,HRRR_20220504_T12Z_F7,RTMA_20220504_T19Z,DIFF_20220504_T19Z_vs_20220504_T12Z_F7
8,20220504,12,8,20220504,20,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t20z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf08.grib2,datax/RTMA/20220504/rtma2p5.t20z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf08.grib2,HRRR_20220504_T12Z_F8,RTMA_20220504_T20Z,DIFF_20220504_T20Z_vs_20220504_T12Z_F8
9,20220504,12,9,20220504,21,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t21z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf09.grib2,datax/RTMA/20220504/rtma2p5.t21z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf09.grib2,HRRR_20220504_T12Z_F9,RTMA_20220504_T21Z,DIFF_20220504_T21Z_vs_20220504_T12Z_F9
10,20220504,12,10,20220504,22,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t22z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf10.grib2,datax/RTMA/20220504/rtma2p5.t22z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf10.grib2,HRRR_20220504_T12Z_F10,RTMA_20220504_T22Z,DIFF_20220504_T22Z_vs_20220504_T12Z_F10
11,20220504,12,11,20220504,23,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220504/rtma2p5.t23z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf11.grib2,datax/RTMA/20220504/rtma2p5.t23z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf11.grib2,HRRR_20220504_T12Z_F11,RTMA_20220504_T23Z,DIFF_20220504_T23Z_vs_20220504_T12Z_F11
12,20220504,12,12,20220505,0,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t00z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf12.grib2,datax/RTMA/20220505/rtma2p5.t00z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf12.grib2,HRRR_20220504_T12Z_F12,RTMA_20220505_T0Z,DIFF_20220505_T0Z_vs_20220504_T12Z_F12
13,20220504,12,13,20220505,1,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t01z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf13.grib2,datax/RTMA/20220505/rtma2p5.t01z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf13.grib2,HRRR_20220504_T12Z_F13,RTMA_20220505_T1Z,DIFF_20220505_T1Z_vs_20220504_T12Z_F13
14,20220504,12,14,20220505,2,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t02z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf14.grib2,datax/RTMA/20220505/rtma2p5.t02z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf14.grib2,HRRR_20220504_T12Z_F14,RTMA_20220505_T2Z,DIFF_20220505_T2Z_vs_20220504_T12Z_F14
15,20220504,12,15,20220505,3,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t03z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf15.grib2,datax/RTMA/20220505/rtma2p5.t03z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf15.grib2,HRRR_20220504_T12Z_F15,RTMA_20220505_T3Z,DIFF_20220505_T3Z_vs_20220504_T12Z_F15
16,20220504,12,16,20220505,4,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t04z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf16.grib2,datax/RTMA/20220505/rtma2p5.t04z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf16.grib2,HRRR_20220504_T12Z_F16,RTMA_20220505_T4Z,DIFF_20220505_T4Z_vs_20220504_T12Z_F16
17,20220504,12,17,20220505,5,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t05z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf17.grib2,datax/RTMA/20220505/rtma2p5.t05z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf17.grib2,HRRR_20220504_T12Z_F17,RTMA_20220505_T5Z,DIFF_20220505_T5Z_vs_20220504_T12Z_F17
18,20220504,12,18,20220505,6,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t06z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf18.grib2,datax/RTMA/20220505/rtma2p5.t06z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf18.grib2,HRRR_20220504_T12Z_F18,RTMA_20220505_T6Z,DIFF_20220505_T6Z_vs_20220504_T12Z_F18
19,20220504,12,19,20220505,7,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t07z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf19.grib2,datax/RTMA/20220505/rtma2p5.t07z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf19.grib2,HRRR_20220504_T12Z_F19,RTMA_20220505_T7Z,DIFF_20220505_T7Z_vs_20220504_T12Z_F19
20,20220504,12,20,20220505,8,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t08z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf20.grib2,datax/RTMA/20220505/rtma2p5.t08z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf20.grib2,HRRR_20220504_T12Z_F20,RTMA_20220505_T8Z,DIFF_20220505_T8Z_vs_20220504_T12Z_F20
21,20220504,12,21,20220505,9,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t09z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf21.grib2,datax/RTMA/20220505/rtma2p5.t09z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf21.grib2,HRRR_20220504_T12Z_F21,RTMA_20220505_T9Z,DIFF_20220505_T9Z_vs_20220504_T12Z_F21
22,20220504,12,22,20220505,10,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t10z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf22.grib2,datax/RTMA/20220505/rtma2p5.t10z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf22.grib2,HRRR_20220504_T12Z_F22,RTMA_20220505_T10Z,DIFF_20220505_T10Z_vs_20220504_T12Z_F22
23,20220504,12,23,20220505,11,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t11z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf23.grib2,datax/RTMA/20220505/rtma2p5.t11z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf23.grib2,HRRR_20220504_T12Z_F23,RTMA_20220505_T11Z,DIFF_20220505_T11Z_vs_20220504_T12Z_F23
24,20220504,12,24,20220505,12,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t12z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf24.grib2,datax/RTMA/20220505/rtma2p5.t12z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf24.grib2,HRRR_20220504_T12Z_F24,RTMA_20220505_T12Z,DIFF_20220505_T12Z_vs_20220504_T12Z_F24
25,20220504,12,25,20220505,13,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t13z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf25.grib2,datax/RTMA/20220505/rtma2p5.t13z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf25.grib2,HRRR_20220504_T12Z_F25,RTMA_20220505_T13Z,DIFF_20220505_T13Z_vs_20220504_T12Z_F25
26,20220504,12,26,20220505,14,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t14z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf26.grib2,datax/RTMA/20220505/rtma2p5.t14z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf26.grib2,HRRR_20220504_T12Z_F26,RTMA_20220505_T14Z,DIFF_20220505_T14Z_vs_20220504_T12Z_F26
27,20220504,12,27,20220505,15,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t15z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf27.grib2,datax/RTMA/20220505/rtma2p5.t15z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf27.grib2,HRRR_20220504_T12Z_F27,RTMA_20220505_T15Z,DIFF_20220505_T15Z_vs_20220504_T12Z_F27
28,20220504,12,28,20220505,16,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t16z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf28.grib2,datax/RTMA/20220505/rtma2p5.t16z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf28.grib2,HRRR_20220504_T12Z_F28,RTMA_20220505_T16Z,DIFF_20220505_T16Z_vs_20220504_T12Z_F28
29,20220504,12,29,20220505,17,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t17z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf29.grib2,datax/RTMA/20220505/rtma2p5.t17z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf29.grib2,HRRR_20220504_T12Z_F29,RTMA_20220505_T17Z,DIFF_20220505_T17Z_vs_20220504_T12Z_F29
30,20220504,12,30,20220505,18,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t18z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf30.grib2,datax/RTMA/20220505/rtma2p5.t18z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf30.grib2,HRRR_20220504_T12Z_F30,RTMA_20220505_T18Z,DIFF_20220505_T18Z_vs_20220504_T12Z_F30
31,20220504,12,31,20220505,19,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t19z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf31.grib2,datax/RTMA/20220505/rtma2p5.t19z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf31.grib2,HRRR_20220504_T12Z_F31,RTMA_20220505_T19Z,DIFF_20220505_T19Z_vs_20220504_T12Z_F31
32,20220504,12,32,20220505,20,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t20z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf32.grib2,datax/RTMA/20220505/rtma2p5.t20z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf32.grib2,HRRR_20220504_T12Z_F32,RTMA_20220505_T20Z,DIFF_20220505_T20Z_vs_20220504_T12Z_F32
33,20220504,12,33,20220505,21,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t21z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf33.grib2,datax/RTMA/20220505/rtma2p5.t21z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf33.grib2,HRRR_20220504_T12Z_F33,RTMA_20220505_T21Z,DIFF_20220505_T21Z_vs_20220504_T12Z_F33
34,20220504,12,34,20220505,22,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t22z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf34.grib2,datax/RTMA/20220505/rtma2p5.t22z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf34.grib2,HRRR_20220504_T12Z_F34,RTMA_20220505_T22Z,DIFF_20220505_T22Z_vs_20220504_T12Z_F34
35,20220504,12,35,20220505,23,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220505/rtma2p5.t23z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf35.grib2,datax/RTMA/20220505/rtma2p5.t23z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf35.grib2,HRRR_20220504_T12Z_F35,RTMA_20220505_T23Z,DIFF_20220505_T23Z_vs_20220504_T12Z_F35
36,20220504,12,36,20220506,0,https://noaa-rtma-pds.s3.amazonaws.com/rtma2p5.20220506/rtma2p5.t00z.2dvarges_ndfd.grb2_wexp,https://noaa-hrrr-bdp-pds.s3.amazonaws.com/hrrr.20220504/conus/hrrr.t12z.wrfsfcf36.grib2,datax/RTMA/20220506/rtma2p5.t00z.2dvarges_ndfd.grb2_wexp,datax/HRRR/20220504/hrrr.t12z.wrfsfcf36.grib2,HRRR_20220504_T12Z_F36,RTMA_20220506_T0Z,DIFF_20220506_T0Z_vs_20220504_T12Z_F36
